Multiplier type,Variable,Industry,UOM,VALUE
Direct multiplier,Gross operating surplus,"Accounting, tax preparation, bookkeeping and payroll services [BS541200]",Per dollar of output,0.117
Direct multiplier,Gross operating surplus,"Architectural, engineering and related services [BS541300]",Per dollar of output,0.158
Direct multiplier,Gross operating surplus,Specialized design services [BS541400],Per dollar of output,0.012
Direct multiplier,Gross operating surplus,Computer systems design and related services [BS541500],Per dollar of output,0.095
Direct multiplier,Gross operating surplus,"Management, scientific and technical consulting services [BS541600]",Per dollar of output,0.23
Direct multiplier,Gross operating surplus,Scientific research and development services [BS541700],Per dollar of output,0.23
Direct multiplier,Gross operating surplus,"Advertising, public relations, and related services [BS541800]",Per dollar of output,0.149
Direct multiplier,Gross operating surplus,"Other professional, scientific and technical services [BS541900]",Per dollar of output,0.17
Direct multiplier,Gross operating surplus,Holding companies [BS551113],Per dollar of output,0.023
Direct multiplier,Gross operating surplus,Office administrative services [BS561100],Per dollar of output,0.268
Direct multiplier,Gross operating surplus,Facilities and other support services [BS561A00],Per dollar of output,0.411
Direct multiplier,Gross operating surplus,Employment services [BS561300],Per dollar of output,0.048
Direct multiplier,Gross operating surplus,Business support services [BS561400],Per dollar of output,0.181
Direct multiplier,Gross operating surplus,Travel arrangement and reservation services [BS561500],Per dollar of output,0.149
Direct multiplier,Gross operating surplus,Investigation and security services [BS561600],Per dollar of output,0.079
Direct multiplier,Gross operating surplus,Services to buildings and dwellings [BS561700],Per dollar of output,0.122
Direct multiplier,Gross operating surplus,Waste management and remediation services [BS562000],Per dollar of output,0.258
Direct multiplier,Gross operating surplus,Educational services [BS610000],Per dollar of output,0.12
Direct multiplier,Gross operating surplus,Offices of physicians [BS621100],Per dollar of output,0.332
Direct multiplier,Gross operating surplus,Offices of dentists [BS621200],Per dollar of output,0.241
Direct multiplier,Gross operating surplus,Miscellaneous ambulatory health care services [BS621A00],Per dollar of output,0.07
Direct multiplier,Gross operating surplus,Nursing and residential care facilities [BS623000],Per dollar of output,0.159
Direct multiplier,Gross operating surplus,Social assistance [BS624000],Per dollar of output,0.351
Direct multiplier,Gross operating surplus,"Performing arts, spectator sports and related industries, and heritage institutions [BS71A000]",Per dollar of output,0.115
Direct multiplier,Gross operating surplus,Amusement and recreation industries [BS713A00],Per dollar of output,0.172
Direct multiplier,Gross operating surplus,Gambling industries [BS713200],Per dollar of output,0.217
Direct multiplier,Gross operating surplus,Traveller accommodation [BS721100],Per dollar of output,0.235
Direct multiplier,Gross operating surplus,"Recreational vehicle (RV) parks, recreational camps, and rooming and boarding houses [BS721A00]",Per dollar of output,0.221
Direct multiplier,Gross operating surplus,Food services and drinking places [BS722000],Per dollar of output,0.066
Direct multiplier,Gross operating surplus,Automotive repair and maintenance [BS811100],Per dollar of output,0.131
Direct multiplier,Gross operating surplus,Repair and maintenance (except automotive) [BS811A00],Per dollar of output,0.128
Direct multiplier,Gross operating surplus,Personal care services and other personal services [BS812A00],Per dollar of output,0.187
Direct multiplier,Gross operating surplus,Funeral services [BS812200],Per dollar of output,0.268
Direct multiplier,Gross operating surplus,Dry cleaning and laundry services [BS812300],Per dollar of output,0.114
Direct multiplier,Gross operating surplus,"Business, professional and other membership organizations [BS813000]",Per dollar of output,0.027
Direct multiplier,Gross operating surplus,Educational services [NP610000],Per dollar of output,0.031
Direct multiplier,Gross operating surplus,Ambulatory health care services [NP621000],Per dollar of output,0.016
Direct multiplier,Gross operating surplus,Social assistance [NP624000],Per dollar of output,0.015
Direct multiplier,Gross operating surplus,"Arts, entertainment and recreation [NP710000]",Per dollar of output,0.047
Direct multiplier,Gross operating surplus,Religious organizations [NP813100],Per dollar of output,0.041
Direct multiplier,Gross operating surplus,"Grant-making, civic, and professional and similar organizations [NP813A00]",Per dollar of output,0.015
Direct multiplier,Gross operating surplus,Other non-profit institutions serving households [NP999999],Per dollar of output,0.048
Direct multiplier,Gross operating surplus,Elementary and secondary schools [GS611100],Per dollar of output,0.075
Direct multiplier,Gross operating surplus,Community colleges and C.E.G.E.P.s [GS611200],Per dollar of output,0.101
Direct multiplier,Gross operating surplus,Universities [GS611300],Per dollar of output,0.318
Direct multiplier,Gross operating surplus,Ambulatory health care services and social assistance [GS62A000],Per dollar of output,0.075
Direct multiplier,Gross operating surplus,Hospitals [GS622000],Per dollar of output,0.056
Direct multiplier,Gross operating surplus,Nursing and residential care facilities [GS623000],Per dollar of output,0.041
Direct multiplier,Gross operating surplus,Defence services [GS911100],Per dollar of output,0.163
Direct multiplier,Gross operating surplus,Other federal government services (except defence) [GS911A00],Per dollar of output,0.096
Direct multiplier,Gross operating surplus,Other provincial and territorial government services [GS912000],Per dollar of output,0.106
Direct multiplier,Gross operating surplus,Other municipal government services [GS913000],Per dollar of output,0.241
Direct multiplier,Gross operating surplus,Other Indigenous government services [GS914000],Per dollar of output,0.074
Direct multiplier,Subsidies on production,Total industries,Per dollar of output,-0.004
Direct multiplier,Subsidies on production,"Crop production (except cannabis, greenhouse, nursery and floriculture production) [BS111A00]",Per dollar of output,-0.086
Direct multiplier,Subsidies on production,"Greenhouse, nursery and floriculture production (except cannabis) [BS1114A0]",Per dollar of output,-0.005
Direct multiplier,Subsidies on production,Cannabis production (licensed) [BS111CL0],Per dollar of output,0
Direct multiplier,Subsidies on production,Animal production (except aquaculture) [BS112A00],Per dollar of output,-0.036
Direct multiplier,Subsidies on production,Aquaculture [BS112500],Per dollar of output,-0.002
Direct multiplier,Subsidies on production,Forestry and logging [BS113000],Per dollar of output,0
Direct multiplier,Subsidies on production,"Fishing, hunting and trapping [BS114000]",Per dollar of output,-0.013
Direct multiplier,Subsidies on production,Support activities for crop and animal production [BS115A00],Per dollar of output,-0.01
Direct multiplier,Subsidies on production,Support activities for forestry [BS115300],Per dollar of output,-0.004
Direct multiplier,Subsidies on production,Oil and gas extraction (except oil sands) [BS211110],Per dollar of output,-0.006
Direct multiplier,Subsidies on production,Oil sands extraction [BS211140],Per dollar of output,-0.002
Direct multiplier,Subsidies on production,Coal mining [BS212100],Per dollar of output,0
Direct multiplier,Subsidies on production,Iron ore mining [BS212210],Per dollar of output,-0.001
Direct multiplier,Subsidies on production,Gold and silver ore mining [BS212220],Per dollar of output,-0.001
Direct multiplier,Subsidies on production,"Copper, nickel, lead and zinc ore mining [BS212230]",Per dollar of output,0
Direct multiplier,Subsidies on production,Other metal ore mining [BS212290],Per dollar of output,-0.001
Direct multiplier,Subsidies on production,Stone mining and quarrying [BS212310],Per dollar of output,-0.001
Direct multiplier,Subsidies on production,"Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying [BS212320]",Per dollar of output,-0.002
Direct multiplier,Subsidies on production,Diamond mining [BS212392],Per dollar of output,-0.002
Direct multiplier,Subsidies on production,Other non-metallic mineral mining and quarrying (except diamond and potash) [BS21239A],Per dollar of output,-0.003
Direct multiplier,Subsidies on production,Support activities for oil and gas extraction [BS21311A],Per dollar of output,-0.018
Direct multiplier,Subsidies on production,Support activities for mining [BS21311B],Per dollar of output,-0.002
Direct multiplier,Subsidies on production,"Electric power generation, transmission and distribution [BS221100]",Per dollar of output,0
Direct multiplier,Subsidies on production,Natural gas distribution [BS221200],Per dollar of output,0
